county,year,totalfilings
Washington County WI,2012,520
Waukesha County WI,2012,1463
Waupaca County WI,2012,159
Waushara County WI  ,2012,86
Winnebago County WI,2012,523
Wood County WI,2012,207
Albany County WY  ,2012,52
Big Horn County WY  ,2012,17
Campbell County WY,2012,134
Carbon County WY  ,2012,26
Converse County WY  ,2012,29
Crook County WY  ,2012,8
Fremont County WY  ,2012,46
Goshen County WY  ,2012,17
Hot Springs County WY  ,2012,2
Johnson County WY  ,2012,6
Laramie County WY,2012,234
Lincoln County WY  ,2012,33
Natrona County WY,2012,260
Niobrara County WY  ,2012,2
Park County WY  ,2012,35
Platte County WY  ,2012,15
Sheridan County WY  ,2012,60
Sublette County WY  ,2012,11
Sweetwater County WY,2012,127
Teton County WY  ,2012,31
Uinta County WY  ,2012,50
Washakie County WY  ,2012,9
Weston County WY  ,2012,6
Median Value,2013,59
Autauga County AL,2013,368
Baldwin County AL,2013,971
Barbour County AL  ,2013,213
Bibb County AL  ,2013,120
Blount County AL,2013,216
Bullock County AL  ,2013,48
Butler County AL  ,2013,204
Calhoun County AL,2013,532
Chambers County AL  ,2013,314
Cherokee County AL  ,2013,83
Chilton County AL  ,2013,227
Choctaw County AL  ,2013,41
Clarke County AL  ,2013,119
Clay County AL  ,2013,48
Cleburne County AL  ,2013,45
Coffee County AL  ,2013,256
Colbert County AL,2013,346
Conecuh County AL  ,2013,69
Coosa County AL  ,2013,55
Covington County AL  ,2013,187
Crenshaw County AL  ,2013,74
Cullman County AL,2013,334
Dale County AL  ,2013,367
Dallas County AL  ,2013,249
DeKalb County AL,2013,200
Elmore County AL,2013,477
Escambia County AL  ,2013,204
Etowah County AL,2013,373
Fayette County AL  ,2013,84
Franklin County AL  ,2013,114
Geneva County AL  ,2013,140
Greene County AL  ,2013,67
Hale County AL  ,2013,87
Henry County AL  ,2013,144
Houston County AL,2013,862
Jackson County AL,2013,184
Jefferson County AL,2013,4494
Lamar County AL  ,2013,57
Lauderdale County AL,2013,400
Lawrence County AL  ,2013,149
Lee County AL,2013,749
Limestone County AL,2013,394
Lowndes County AL  ,2013,116
Macon County AL  ,2013,138
Madison County AL,2013,1425
Marengo County AL  ,2013,70
Marion County AL  ,2013,109
Marshall County AL,2013,362
Mobile County AL,2013,2811
Monroe County AL  ,2013,90
Montgomery County AL,2013,1713
Morgan County AL,2013,510
Perry County AL  ,2013,30
Pickens County AL  ,2013,119
Pike County AL  ,2013,192
Randolph County AL  ,2013,108
Russell County AL,2013,270
St. Clair County AL,2013,354
Shelby County AL,2013,781
Sumter County AL  ,2013,56
Talladega County AL,2013,444
Tallapoosa County AL  ,2013,263
Tuscaloosa County AL,2013,1548
Walker County AL,2013,282
Washington County AL  ,2013,68
Wilcox County AL  ,2013,33
Winston County AL  ,2013,76
Aleutians East Borough AK  ,2013,3
Aleutians West Census Area AK  ,2013,2
Anchorage Municipality AK,2013,268
Bethel Census Area AK  ,2013,2
Denali Borough AK  ,2013,3
Dillingham Census Area AK  ,2013,1
Fairbanks North Star Borough AK  ,2013,81
Hoonah-Angoon Census Area AK  ,2013,1
Juneau City and Borough AK  ,2013,20
Kenai Peninsula Borough AK  ,2013,31
Ketchikan Gateway Borough AK  ,2013,13
Kodiak Island Borough AK  ,2013,2
Lake and Peninsula Borough AK  ,2013,1
Matanuska-Susitna Borough AK  ,2013,84
North Slope Borough AK  ,2013,2
Petersburg Census Area AK  ,2013,1
Prince of Wales-Hyder Census Area AK  ,2013,1
Sitka City and Borough AK  ,2013,2
Skagway Municipality AK  ,2013,1
Southeast Fairbanks Census Area AK  ,2013,2
Valdez-Cordova Census Area AK  ,2013,5
Wade Hampton Census Area AK  ,2013,1
Wrangell City and Borough AK  ,2013,2
Yakutat City and Borough AK  ,2013,1
Yukon-Koyukuk Census Area AK  ,2013,3
Apache County AZ  ,2013,34
Cochise County AZ,2013,228
Coconino County AZ,2013,168
Gila County AZ,2013,117
Graham County AZ  ,2013,52
Greenlee County AZ  ,2013,19
La Paz County AZ  ,2013,24
Maricopa County AZ    ,2013,15679
Mohave County AZ,2013,763
Navajo County AZ,2013,151
Pima County AZ,2013,2770
Pinal County AZ,2013,1348
Santa Cruz County AZ,2013,132
Yavapai County AZ,2013,679
Yuma County AZ,2013,369
Arkansas County AR  ,2013,93
Ashley County AR  ,2013,92
Baxter County AR,2013,106
Benton County AR,2013,848
Boone County AR  ,2013,82
Bradley County AR  ,2013,43
Calhoun County AR  ,2013,16
Carroll County AR  ,2013,52
Chicot County AR  ,2013,38
Clark County AR  ,2013,86
Clay County AR  ,2013,34
Cleburne County AR  ,2013,74
Cleveland County AR  ,2013,45
Columbia County AR  ,2013,99
Conway County AR  ,2013,63
Craighead County AR,2013,337
Crawford County AR,2013,244
Crittenden County AR,2013,257
Cross County AR  ,2013,66
Dallas County AR  ,2013,47
Desha County AR  ,2013,68
Drew County AR  ,2013,76
Faulkner County AR,2013,458
Franklin County AR  ,2013,54
Fulton County AR  ,2013,22
Garland County AR,2013,557
Grant County AR  ,2013,83
Greene County AR,2013,129
Hempstead County AR  ,2013,83
Hot Spring County AR  ,2013,138
Howard County AR  ,2013,41
Independence County AR  ,2013,102
Izard County AR  ,2013,25
Jackson County AR  ,2013,49
Jefferson County AR,2013,652
Johnson County AR  ,2013,84
Lafayette County AR  ,2013,23
Lawrence County AR  ,2013,42
Lee County AR  ,2013,23
Lincoln County AR  ,2013,77
Little River County AR  ,2013,37
Logan County AR  ,2013,50
Lonoke County AR,2013,386
Madison County AR  ,2013,36
Marion County AR  ,2013,31
Miller County AR  ,2013,139
Mississippi County AR  ,2013,134
Monroe County AR  ,2013,27
Montgomery County AR  ,2013,32
Nevada County AR  ,2013,29
Newton County AR  ,2013,15
Ouachita County AR  ,2013,92
Perry County AR  ,2013,27
Phillips County AR  ,2013,79
Pike County AR  ,2013,36
Poinsett County AR  ,2013,82
Polk County AR  ,2013,30
Pope County AR,2013,185
Prairie County AR  ,2013,28
Pulaski County AR,2013,2456
Randolph County AR  ,2013,46
St. Francis County AR  ,2013,67
Saline County AR,2013,664
Scott County AR  ,2013,24
Searcy County AR  ,2013,10
Sebastian County AR,2013,380
Sevier County AR  ,2013,34
Sharp County AR  ,2013,38
Stone County AR  ,2013,26
Union County AR  ,2013,188
Van Buren County AR  ,2013,49
Washington County AR,2013,628
White County AR,2013,289
Woodruff County AR  ,2013,24
Yell County AR  ,2013,46
Alameda County CA,2013,3611
Alpine County CA  ,2013,2
Amador County CA,2013,132
Butte County CA,2013,718
Calaveras County CA,2013,151
Colusa County CA  ,2013,69
Contra Costa County CA,2013,3312
Del Norte County CA  ,2013,40
El Dorado County CA,2013,667
Fresno County CA,2013,2854
Glenn County CA  ,2013,70
Humboldt County CA,2013,169
Imperial County CA,2013,559
Inyo County CA  ,2013,32
Kern County CA,2013,2623
Kings County CA,2013,411
Lake County CA,2013,163
Lassen County CA  ,2013,64
Los Angeles County CA    ,2013,37662
Madera County CA,2013,464
Marin County CA,2013,367
Mariposa County CA  ,2013,30
Mendocino County CA,2013,141
Merced County CA,2013,705
Modoc County CA  ,2013,8
Mono County CA  ,2013,19
Monterey County CA,2013,1465
Napa County CA,2013,276
Nevada County CA,2013,344
Orange County CA    ,2013,10185
Placer County CA,2013,1456
Plumas County CA  ,2013,35
Riverside County CA    ,2013,11358
Sacramento County CA,2013,6736
San Benito County CA,2013,217
San Bernardino County CA,2013,9732
San Diego County CA    ,2013,11822
San Francisco County CA,2013,980
San Joaquin County CA,2013,2894
San Luis Obispo County CA,2013,562
San Mateo County CA,2013,1475
Santa Barbara County CA,2013,923
Santa Clara County CA,2013,4248
Santa Cruz County CA,2013,623
Shasta County CA,2013,668
Sierra County CA  ,2013,6
Siskiyou County CA,2013,119
Solano County CA,2013,1934
Sonoma County CA,2013,1258
Stanislaus County CA,2013,2045
Sutter County CA,2013,323
Tehama County CA,2013,187
Trinity County CA  ,2013,23
Tulare County CA,2013,1304
Tuolumne County CA,2013,164
Ventura County CA,2013,2483
Yolo County CA,2013,512
Yuba County CA,2013,280
Adams County CO,2013,2715
Alamosa County CO  ,2013,41
Arapahoe County CO,2013,3293
Archuleta County CO  ,2013,18
Baca County CO  ,2013,5
Bent County CO  ,2013,5
Boulder County CO,2013,708
Broomfield County CO,2013,193
Chaffee County CO  ,2013,48
Cheyenne County CO  ,2013,1
Clear Creek County CO  ,2013,30
Conejos County CO  ,2013,16
Costilla County CO  ,2013,4
Crowley County CO  ,2013,7
Custer County CO  ,2013,10
Delta County CO,2013,114
Denver County CO,2013,2829
Douglas County CO,2013,1144
Eagle County CO  ,2013,88
Elbert County CO  ,2013,91
El Paso County CO,2013,2641
Fremont County CO,2013,171
Garfield County CO,2013,192
Gilpin County CO  ,2013,24
Grand County CO  ,2013,36
Gunnison County CO  ,2013,30
Hinsdale County CO  ,2013,0
Huerfano County CO  ,2013,21
Jefferson County CO,2013,2624
Kiowa County CO  ,2013,1
Kit Carson County CO  ,2013,12
Lake County CO  ,2013,15
La Plata County CO  ,2013,80
Larimer County CO,2013,1077
Las Animas County CO  ,2013,32
Lincoln County CO  ,2013,11
Logan County CO  ,2013,40
Mesa County CO,2013,641
Mineral County CO  ,2013,1
Moffat County CO  ,2013,61
Montezuma County CO  ,2013,50
Montrose County CO,2013,146
Morgan County CO  ,2013,94
Otero County CO  ,2013,55
Ouray County CO  ,2013,11
Park County CO  ,2013,63
Phillips County CO  ,2013,9
Pitkin County CO  ,2013,38
Prowers County CO  ,2013,28
Pueblo County CO,2013,795
Rio Blanco County CO  ,2013,16
Rio Grande County CO  ,2013,32
Routt County CO  ,2013,48
Saguache County CO  ,2013,18
San Juan County CO  ,2013,3
San Miguel County CO  ,2013,12
Sedgwick County CO  ,2013,3
Summit County CO  ,2013,46
Teller County CO  ,2013,103
Washington County CO  ,2013,10
Weld County CO,2013,1233
Yuma County CO  ,2013,18
Fairfield County CT,2013,1428
Hartford County CT,2013,1596
Litchfield County CT,2013,453
Middlesex County CT,2013,304
New Haven County CT,2013,2071
New London County CT,2013,482
Tolland County CT,2013,241
Windham County CT,2013,255
Kent County DE,2013,561
New Castle County DE,2013,1411
Sussex County DE,2013,458
District of Columbia DC,2013,756
Alachua County FL,2013,297
Baker County FL  ,2013,77
Bay County FL,2013,324
Bradford County FL  ,2013,37
Brevard County FL,2013,1992
Broward County FL,2013,7918
Calhoun County FL  ,2013,18
Charlotte County FL,2013,475
Citrus County FL,2013,382
Clay County FL,2013,680
Collier County FL,2013,824
Columbia County FL  ,2013,99
Dade County FL  end   ,2013,1
DeSoto County FL  ,2013,44
Dixie County FL  ,2013,21
Duval County FL,2013,3773
Escambia County FL,2013,697
Flagler County FL,2013,426
Franklin County FL  ,2013,19
Gadsden County FL  ,2013,102
Gilchrist County FL  ,2013,25
Glades County FL  ,2013,11
Gulf County FL  ,2013,17
Hamilton County FL  ,2013,21
Hardee County FL  ,2013,43
Hendry County FL  ,2013,37
Hernando County FL,2013,654
Highlands County FL,2013,197
Hillsborough County FL,2013,4632
Holmes County FL  ,2013,35
Indian River County FL,2013,371
Jackson County FL  ,2013,65
Jefferson County FL  ,2013,26
Lafayette County FL  ,2013,6
Lake County FL,2013,1254
Lee County FL,2013,1832
Leon County FL,2013,441
Levy County FL  ,2013,70
Liberty County FL  ,2013,4
Madison County FL  ,2013,21
Manatee County FL,2013,911
Marion County FL,2013,943
Martin County FL,2013,397
Miami-Dade County FL    ,2013,16145
Monroe County FL,2013,136
Nassau County FL,2013,221
Okaloosa County FL,2013,331
Okeechobee County FL  ,2013,90
Orange County FL,2013,5776
Osceola County FL,2013,1758
Palm Beach County FL,2013,4604
Pasco County FL,2013,1656
Pinellas County FL,2013,3105
Polk County FL,2013,1867
Putnam County FL,2013,123
St. Johns County FL,2013,552
St. Lucie County FL,2013,1199
Santa Rosa County FL,2013,400
Sarasota County FL,2013,1064
Seminole County FL,2013,1864
Sumter County FL,2013,114
Suwannee County FL  ,2013,70
Taylor County FL  ,2013,27
Union County FL  ,2013,16
Volusia County FL,2013,2046
Wakulla County FL  ,2013,78
Walton County FL,2013,114
Washington County FL  ,2013,44
Appling County GA  ,2013,98
Atkinson County GA  ,2013,47
Bacon County GA  ,2013,59
Baker County GA  ,2013,7
Baldwin County GA  ,2013,337
Banks County GA  ,2013,83
Barrow County GA,2013,492
Bartow County GA,2013,644
Ben Hill County GA  ,2013,119
Berrien County GA  ,2013,98
Bibb County GA,2013,990
Bleckley County GA  ,2013,57
Brantley County GA  ,2013,99
Brooks County GA  ,2013,88
Bryan County GA  ,2013,169
Bulloch County GA  ,2013,264
Burke County GA  ,2013,100
Butts County GA  ,2013,111
Calhoun County GA  ,2013,17
Camden County GA,2013,255
Candler County GA  ,2013,40
Carroll County GA,2013,579
Catoosa County GA,2013,443
Charlton County GA  ,2013,50
Chatham County GA,2013,1517
Chattahoochee County GA  ,2013,28
Chattooga County GA  ,2013,167
Cherokee County GA,2013,1123
Clarke County GA,2013,383
Clay County GA  ,2013,9
Clayton County GA,2013,2801
Clinch County GA  ,2013,50
Cobb County GA,2013,3478
Coffee County GA  ,2013,321
Colquitt County GA  ,2013,218
Columbia County GA,2013,510
Cook County GA  ,2013,129
Coweta County GA,2013,709
Crawford County GA  ,2013,76
Crisp County GA  ,2013,93
Dade County GA  ,2013,67
Dawson County GA  ,2013,93
Decatur County GA  ,2013,132
DeKalb County GA,2013,5264
Dodge County GA  ,2013,77
Dooly County GA  ,2013,46
Dougherty County GA,2013,567
Douglas County GA,2013,1178
Early County GA  ,2013,67
Echols County GA  ,2013,14
Effingham County GA  ,2013,317
Elbert County GA  ,2013,89
Emanuel County GA  ,2013,109
Evans County GA  ,2013,36
Fannin County GA,2013,111
Fayette County GA,2013,491
Floyd County GA,2013,553
Forsyth County GA,2013,573
Franklin County GA  ,2013,89
Fulton County GA,2013,5143
Gilmer County GA,2013,142
Glascock County GA  ,2013,19
Glynn County GA,2013,610
Gordon County GA,2013,291
Grady County GA  ,2013,74
Greene County GA  ,2013,110
Gwinnett County GA,2013,5359
Habersham County GA,2013,158
Hall County GA,2013,822
Hancock County GA  ,2013,44
Haralson County GA  ,2013,101
Harris County GA  ,2013,104
Hart County GA  ,2013,89
Heard County GA  ,2013,55
Henry County GA,2013,1935
Houston County GA,2013,688
Irwin County GA  ,2013,67
Jackson County GA,2013,354
Jasper County GA  ,2013,74
Jeff Davis County GA  ,2013,106
Jefferson County GA  ,2013,120
Jenkins County GA  ,2013,33
Johnson County GA  ,2013,38
Jones County GA  ,2013,168
Lamar County GA  ,2013,69
Lanier County GA  ,2013,58
Laurens County GA  ,2013,280
Lee County GA  ,2013,178
Liberty County GA  ,2013,373
Lincoln County GA  ,2013,31
Long County GA  ,2013,70
Lowndes County GA,2013,500
Lumpkin County GA  ,2013,117
McDuffie County GA  ,2013,220
McIntosh County GA  ,2013,99
Macon County GA  ,2013,59
Madison County GA  ,2013,121
Marion County GA  ,2013,28
Meriwether County GA  ,2013,108
Miller County GA  ,2013,9
Mitchell County GA  ,2013,113
Monroe County GA  ,2013,118
Montgomery County GA  ,2013,16
Morgan County GA  ,2013,100
Murray County GA,2013,277
Muscogee County GA,2013,886
Newton County GA,2013,1032
Oconee County GA  ,2013,88
Oglethorpe County GA  ,2013,72
Paulding County GA,2013,952
Peach County GA  ,2013,153
Pickens County GA,2013,182
Pierce County GA  ,2013,116
Pike County GA  ,2013,82
Polk County GA,2013,238
Pulaski County GA  ,2013,41
Putnam County GA  ,2013,118
Quitman County GA  ,2013,22
Rabun County GA  ,2013,47
Randolph County GA  ,2013,43
Richmond County GA,2013,1366
Rockdale County GA,2013,782
Schley County GA  ,2013,28
Screven County GA  ,2013,79
Seminole County GA  ,2013,38
Spalding County GA,2013,426
Stephens County GA  ,2013,94
Stewart County GA  ,2013,17
Sumter County GA  ,2013,161
Talbot County GA  ,2013,27
Taliaferro County GA  ,2013,15
Tattnall County GA  ,2013,64
Taylor County GA  ,2013,35
Telfair County GA  ,2013,52
Terrell County GA  ,2013,64
Thomas County GA  ,2013,222
Tift County GA  ,2013,252
Toombs County GA  ,2013,100
Towns County GA  ,2013,35
Treutlen County GA  ,2013,17
Troup County GA,2013,527
Turner County GA  ,2013,48
Twiggs County GA  ,2013,58
Union County GA  ,2013,74
Upson County GA  ,2013,122
Walker County GA,2013,566
Walton County GA,2013,476
Ware County GA  ,2013,319
Warren County GA  ,2013,57
Washington County GA  ,2013,123
Wayne County GA  ,2013,197
Webster County GA  ,2013,12
Wheeler County GA  ,2013,26
White County GA,2013,126
Whitfield County GA,2013,629
Wilcox County GA  ,2013,26
Wilkes County GA  ,2013,67
Wilkinson County GA  ,2013,76
Worth County GA  ,2013,132
Hawaii County HI,2013,232
Honolulu County HI,2013,1231
Kauai County HI,2013,106
Maui County HI,2013,421
Ada County ID,2013,1494
Adams County ID  ,2013,1
Bannock County ID,2013,269
Bear Lake County ID  ,2013,10
Benewah County ID  ,2013,33
Bingham County ID,2013,134
Blaine County ID  ,2013,45
Boise County ID  ,2013,12
Bonner County ID,2013,140
Bonneville County ID,2013,422
Boundary County ID  ,2013,17
Butte County ID  ,2013,7
Camas County ID  ,2013,6
Canyon County ID,2013,773
Caribou County ID  ,2013,12
Cassia County ID  ,2013,43
Clark County ID  ,2013,1
Clearwater County ID  ,2013,22
Custer County ID  ,2013,6
Elmore County ID  ,2013,64
Franklin County ID  ,2013,31
Fremont County ID  ,2013,30
Gem County ID  ,2013,53
Gooding County ID  ,2013,35
Idaho County ID  ,2013,31
Jefferson County ID  ,2013,67
Jerome County ID  ,2013,58
Kootenai County ID,2013,776
Latah County ID  ,2013,54
Lemhi County ID  ,2013,8
Lewis County ID  ,2013,5
Lincoln County ID  ,2013,12
Madison County ID  ,2013,31
Minidoka County ID  ,2013,41
Nez Perce County ID,2013,116
Oneida County ID  ,2013,13
Owyhee County ID  ,2013,25
Payette County ID  ,2013,48
Power County ID  ,2013,17
Shoshone County ID  ,2013,53
Teton County ID  ,2013,27
Twin Falls County ID,2013,258
Valley County ID  ,2013,17
Washington County ID  ,2013,23
Adams County IL,2013,138
Alexander County IL  ,2013,54
Bond County IL  ,2013,36
Boone County IL,2013,246
Brown County IL  ,2013,12
Bureau County IL,2013,121
Carroll County IL  ,2013,46
Cass County IL  ,2013,38
Champaign County IL,2013,382
Christian County IL,2013,117
Clark County IL  ,2013,53
Clay County IL  ,2013,25
Clinton County IL  ,2013,84
Coles County IL,2013,163
Cook County IL    ,2013,35315
Crawford County IL  ,2013,56
Cumberland County IL  ,2013,37
DeKalb County IL,2013,397
De Witt County IL  ,2013,67
Douglas County IL  ,2013,36
DuPage County IL,2013,3687
Edgar County IL  ,2013,47
Edwards County IL  ,2013,11
Effingham County IL  ,2013,93
Fayette County IL  ,2013,38
Ford County IL  ,2013,30
Franklin County IL,2013,218
Fulton County IL,2013,126
Gallatin County IL  ,2013,14
Greene County IL  ,2013,19
Grundy County IL,2013,282
Hamilton County IL  ,2013,15
Hancock County IL  ,2013,38
Hardin County IL  ,2013,9
Henderson County IL  ,2013,13
Henry County IL  ,2013,112
Iroquois County IL  ,2013,91
Jackson County IL,2013,183
