year,county,Divorced; Estimate; Population 15 years and over
2013,"Dillon County, South Carolina",10.4
2013,"Dorchester County, South Carolina",11.1
2013,"Edgefield County, South Carolina",10.6
2013,"Fairfield County, South Carolina",10.8
2013,"Florence County, South Carolina",9.8
2013,"Georgetown County, South Carolina",10
2013,"Greenville County, South Carolina",10.3
2013,"Greenwood County, South Carolina",10.8
2013,"Hampton County, South Carolina",9.9
2013,"Horry County, South Carolina",10.9
2013,"Jasper County, South Carolina",7.6
2013,"Kershaw County, South Carolina",10.4
2013,"Lancaster County, South Carolina",12.2
2013,"Laurens County, South Carolina",11.2
2013,"Lee County, South Carolina",9.1
2013,"Lexington County, South Carolina",10.9
2013,"McCormick County, South Carolina",9.2
2013,"Marion County, South Carolina",10.6
2013,"Marlboro County, South Carolina",10.9
2013,"Newberry County, South Carolina",8.2
2013,"Oconee County, South Carolina",10.9
2013,"Orangeburg County, South Carolina",8.2
2013,"Pickens County, South Carolina",9
2013,"Richland County, South Carolina",10.1
2013,"Saluda County, South Carolina",10.2
2013,"Spartanburg County, South Carolina",9.9
2013,"Sumter County, South Carolina",10.1
2013,"Union County, South Carolina",11.9
2013,"Williamsburg County, South Carolina",10
2013,"York County, South Carolina",9.8
2013,"Aurora County, South Dakota",8.9
2013,"Beadle County, South Dakota",11.6
2013,"Bennett County, South Dakota",10.9
2013,"Bon Homme County, South Dakota",10.4
2013,"Brookings County, South Dakota",6.3
2013,"Brown County, South Dakota",10.2
2013,"Brule County, South Dakota",7.8
2013,"Buffalo County, South Dakota",9.9
2013,"Butte County, South Dakota",13.4
2013,"Campbell County, South Dakota",8.2
2013,"Charles Mix County, South Dakota",9
2013,"Clark County, South Dakota",9.7
2013,"Clay County, South Dakota",7.8
2013,"Codington County, South Dakota",12.7
2013,"Corson County, South Dakota",12.8
2013,"Custer County, South Dakota",12.8
2013,"Davison County, South Dakota",8.5
2013,"Day County, South Dakota",10.9
2013,"Deuel County, South Dakota",8.4
2013,"Dewey County, South Dakota",14.6
2013,"Douglas County, South Dakota",7.3
2013,"Edmunds County, South Dakota",9
2013,"Fall River County, South Dakota",22
2013,"Faulk County, South Dakota",7.6
2013,"Grant County, South Dakota",9.2
2013,"Gregory County, South Dakota",9.2
2013,"Haakon County, South Dakota",7.9
2013,"Hamlin County, South Dakota",8.5
2013,"Hand County, South Dakota",9.9
2013,"Hanson County, South Dakota",7
2013,"Harding County, South Dakota",5.2
2013,"Hughes County, South Dakota",11.5
2013,"Hutchinson County, South Dakota",6.7
2013,"Hyde County, South Dakota",10.8
2013,"Jackson County, South Dakota",6.7
2013,"Jerauld County, South Dakota",10.6
2013,"Jones County, South Dakota",7.4
2013,"Kingsbury County, South Dakota",8.5
2013,"Lake County, South Dakota",8.8
2013,"Lawrence County, South Dakota",10.8
2013,"Lincoln County, South Dakota",7.3
2013,"Lyman County, South Dakota",12.2
2013,"McCook County, South Dakota",8.6
2013,"McPherson County, South Dakota",8.9
2013,"Marshall County, South Dakota",11.2
2013,"Meade County, South Dakota",11.8
2013,"Mellette County, South Dakota",9.6
2013,"Miner County, South Dakota",8.5
2013,"Minnehaha County, South Dakota",10.9
2013,"Moody County, South Dakota",9.6
2013,"Pennington County, South Dakota",13.6
2013,"Perkins County, South Dakota",9.7
2013,"Potter County, South Dakota",13.1
2013,"Roberts County, South Dakota",10.5
2013,"Sanborn County, South Dakota",12.4
2013,"Shannon County, South Dakota",9.4
2013,"Spink County, South Dakota",8.3
2013,"Stanley County, South Dakota",11.4
2013,"Sully County, South Dakota",14
2013,"Todd County, South Dakota",14.2
2013,"Tripp County, South Dakota",8.9
2013,"Turner County, South Dakota",7.1
2013,"Union County, South Dakota",10.7
2013,"Walworth County, South Dakota",12.7
2013,"Yankton County, South Dakota",12.1
2013,"Ziebach County, South Dakota",11.2
2013,"Anderson County, Tennessee",14.1
2013,"Bedford County, Tennessee",12.7
2013,"Benton County, Tennessee",15.8
2013,"Bledsoe County, Tennessee",14.9
2013,"Blount County, Tennessee",12.8
2013,"Bradley County, Tennessee",14.4
2013,"Campbell County, Tennessee",13.6
2013,"Cannon County, Tennessee",16.1
2013,"Carroll County, Tennessee",12.5
2013,"Carter County, Tennessee",13.5
2013,"Cheatham County, Tennessee",13.1
2013,"Chester County, Tennessee",12.6
2013,"Claiborne County, Tennessee",12.6
2013,"Clay County, Tennessee",10.2
2013,"Cocke County, Tennessee",15.5
2013,"Coffee County, Tennessee",13.7
2013,"Crockett County, Tennessee",14.1
2013,"Cumberland County, Tennessee",13.7
2013,"Davidson County, Tennessee",12.9
2013,"Decatur County, Tennessee",13.7
2013,"DeKalb County, Tennessee",15
2013,"Dickson County, Tennessee",13.7
2013,"Dyer County, Tennessee",15.1
2013,"Fayette County, Tennessee",10.4
2013,"Fentress County, Tennessee",14.5
2013,"Franklin County, Tennessee",13.3
2013,"Gibson County, Tennessee",15.2
2013,"Giles County, Tennessee",13
2013,"Grainger County, Tennessee",13.7
2013,"Greene County, Tennessee",13.8
2013,"Grundy County, Tennessee",14.7
2013,"Hamblen County, Tennessee",13.8
2013,"Hamilton County, Tennessee",12.5
2013,"Hancock County, Tennessee",13
2013,"Hardeman County, Tennessee",15.7
2013,"Hardin County, Tennessee",16.3
2013,"Hawkins County, Tennessee",13.7
2013,"Haywood County, Tennessee",14.2
2013,"Henderson County, Tennessee",14.8
2013,"Henry County, Tennessee",14.7
2013,"Hickman County, Tennessee",14.1
2013,"Houston County, Tennessee",13.6
2013,"Humphreys County, Tennessee",15.2
2013,"Jackson County, Tennessee",14
2013,"Jefferson County, Tennessee",13.2
2013,"Johnson County, Tennessee",15
2013,"Knox County, Tennessee",11.7
2013,"Lake County, Tennessee",16.2
2013,"Lauderdale County, Tennessee",15.3
2013,"Lawrence County, Tennessee",12.6
2013,"Lewis County, Tennessee",13.8
2013,"Lincoln County, Tennessee",12.9
2013,"Loudon County, Tennessee",10.2
2013,"McMinn County, Tennessee",12.9
2013,"McNairy County, Tennessee",13.8
2013,"Macon County, Tennessee",10.9
2013,"Madison County, Tennessee",13.7
2013,"Marion County, Tennessee",13.4
2013,"Marshall County, Tennessee",14.3
2013,"Maury County, Tennessee",15.2
2013,"Meigs County, Tennessee",14.4
2013,"Monroe County, Tennessee",11.6
2013,"Montgomery County, Tennessee",11.7
2013,"Moore County, Tennessee",11.7
2013,"Morgan County, Tennessee",16.3
2013,"Obion County, Tennessee",12.7
2013,"Overton County, Tennessee",11
2013,"Perry County, Tennessee",14.9
2013,"Pickett County, Tennessee",8.7
2013,"Polk County, Tennessee",12.5
2013,"Putnam County, Tennessee",13.2
2013,"Rhea County, Tennessee",16.8
2013,"Roane County, Tennessee",14.2
2013,"Robertson County, Tennessee",12.6
2013,"Rutherford County, Tennessee",11.6
2013,"Scott County, Tennessee",16.9
2013,"Sequatchie County, Tennessee",13.9
2013,"Sevier County, Tennessee",12.8
2013,"Shelby County, Tennessee",11.8
2013,"Smith County, Tennessee",11.2
2013,"Stewart County, Tennessee",11.9
2013,"Sullivan County, Tennessee",13.6
2013,"Sumner County, Tennessee",12.2
2013,"Tipton County, Tennessee",12.5
2013,"Trousdale County, Tennessee",13.1
2013,"Unicoi County, Tennessee",11.8
2013,"Union County, Tennessee",12.9
2013,"Van Buren County, Tennessee",18.7
2013,"Warren County, Tennessee",14.9
2013,"Washington County, Tennessee",12
2013,"Wayne County, Tennessee",13
2013,"Weakley County, Tennessee",11.6
2013,"White County, Tennessee",12.8
2013,"Williamson County, Tennessee",7.9
2013,"Wilson County, Tennessee",12.7
2013,"Anderson County, Texas",15.8
2013,"Andrews County, Texas",9.7
2013,"Angelina County, Texas",13.2
2013,"Aransas County, Texas",13.9
2013,"Archer County, Texas",8.5
2013,"Armstrong County, Texas",8.4
2013,"Atascosa County, Texas",9.7
2013,"Austin County, Texas",8.9
2013,"Bailey County, Texas",9
2013,"Bandera County, Texas",13.9
2013,"Bastrop County, Texas",12.5
2013,"Baylor County, Texas",16.7
2013,"Bee County, Texas",13.2
2013,"Bell County, Texas",11.4
2013,"Bexar County, Texas",11.8
2013,"Blanco County, Texas",10.5
2013,"Borden County, Texas",7.1
2013,"Bosque County, Texas",10.9
2013,"Bowie County, Texas",13.6
2013,"Brazoria County, Texas",11.4
2013,"Brazos County, Texas",6.9
2013,"Brewster County, Texas",14.2
2013,"Briscoe County, Texas",7.8
2013,"Brooks County, Texas",10.7
2013,"Brown County, Texas",13.2
2013,"Burleson County, Texas",12.5
2013,"Burnet County, Texas",10.7
2013,"Caldwell County, Texas",14.4
2013,"Calhoun County, Texas",8.6
2013,"Callahan County, Texas",13.6
2013,"Cameron County, Texas",8.2
2013,"Camp County, Texas",11.2
2013,"Carson County, Texas",8.6
2013,"Cass County, Texas",13.3
2013,"Castro County, Texas",11.2
2013,"Chambers County, Texas",9.5
2013,"Cherokee County, Texas",11.7
2013,"Childress County, Texas",12.4
2013,"Clay County, Texas",10.6
2013,"Cochran County, Texas",7.8
2013,"Coke County, Texas",10.3
2013,"Coleman County, Texas",10.8
2013,"Collin County, Texas",9.9
2013,"Collingsworth County, Texas",9
2013,"Colorado County, Texas",7.1
2013,"Comal County, Texas",9.9
2013,"Comanche County, Texas",11.1
2013,"Concho County, Texas",20.3
2013,"Cooke County, Texas",11.3
2013,"Coryell County, Texas",13
2013,"Cottle County, Texas",4.4
2013,"Crane County, Texas",10.6
2013,"Crockett County, Texas",12.4
2013,"Crosby County, Texas",9.5
2013,"Culberson County, Texas",9.2
2013,"Dallam County, Texas",12.4
2013,"Dallas County, Texas",10.7
2013,"Dawson County, Texas",11.4
2013,"Deaf Smith County, Texas",8.9
2013,"Delta County, Texas",12.3
2013,"Denton County, Texas",10.1
2013,"DeWitt County, Texas",13.1
2013,"Dickens County, Texas",12
2013,"Dimmit County, Texas",12.7
2013,"Donley County, Texas",11.1
2013,"Duval County, Texas",9.5
2013,"Eastland County, Texas",13.5
2013,"Ector County, Texas",12.7
2013,"Edwards County, Texas",11.1
2013,"Ellis County, Texas",10.1
2013,"El Paso County, Texas",10.6
2013,"Erath County, Texas",9.6
2013,"Falls County, Texas",13.9
2013,"Fannin County, Texas",14.4
2013,"Fayette County, Texas",9
2013,"Fisher County, Texas",7.3
2013,"Floyd County, Texas",8.2
2013,"Foard County, Texas",19.4
2013,"Fort Bend County, Texas",7.6
2013,"Franklin County, Texas",11.3
2013,"Freestone County, Texas",15.5
2013,"Frio County, Texas",8.6
2013,"Gaines County, Texas",7.6
2013,"Galveston County, Texas",12.1
2013,"Garza County, Texas",14.6
2013,"Gillespie County, Texas",12.1
2013,"Glasscock County, Texas",4.1
2013,"Goliad County, Texas",8.5
2013,"Gonzales County, Texas",11
2013,"Gray County, Texas",13.6
2013,"Grayson County, Texas",14.4
2013,"Gregg County, Texas",12
2013,"Grimes County, Texas",13.9
2013,"Guadalupe County, Texas",10.1
2013,"Hale County, Texas",12.3
2013,"Hall County, Texas",20.6
2013,"Hamilton County, Texas",13.9
2013,"Hansford County, Texas",9.8
2013,"Hardeman County, Texas",15.2
2013,"Hardin County, Texas",10.5
2013,"Harris County, Texas",10
2013,"Harrison County, Texas",12.7
2013,"Hartley County, Texas",13.6
2013,"Haskell County, Texas",8.3
2013,"Hays County, Texas",9.4
2013,"Hemphill County, Texas",9.3
2013,"Henderson County, Texas",13.7
2013,"Hidalgo County, Texas",6.8
2013,"Hill County, Texas",12.1
2013,"Hockley County, Texas",8.8
2013,"Hood County, Texas",12.8
2013,"Hopkins County, Texas",11
2013,"Houston County, Texas",11.8
2013,"Howard County, Texas",12.8
2013,"Hudspeth County, Texas",7.6
2013,"Hunt County, Texas",13
2013,"Hutchinson County, Texas",14.9
2013,"Irion County, Texas",11.8
2013,"Jack County, Texas",14.4
2013,"Jackson County, Texas",9.8
2013,"Jasper County, Texas",13
2013,"Jeff Davis County, Texas",7.5
2013,"Jefferson County, Texas",13.4
2013,"Jim Hogg County, Texas",7
2013,"Jim Wells County, Texas",10.3
2013,"Johnson County, Texas",11.3
2013,"Jones County, Texas",14.9
2013,"Karnes County, Texas",9.7
2013,"Kaufman County, Texas",10.9
2013,"Kendall County, Texas",8.5
2013,"Kenedy County, Texas",7
2013,"Kent County, Texas",12.1
2013,"Kerr County, Texas",12.4
2013,"Kimble County, Texas",13
2013,"King County, Texas",3.5
2013,"Kinney County, Texas",8.7
2013,"Kleberg County, Texas",10.2
2013,"Knox County, Texas",9.1
2013,"Lamar County, Texas",11.9
2013,"Lamb County, Texas",12.4
2013,"Lampasas County, Texas",11.8
2013,"La Salle County, Texas",13.2
2013,"Lavaca County, Texas",8.3
2013,"Lee County, Texas",8.4
2013,"Leon County, Texas",13.3
2013,"Liberty County, Texas",11.7
2013,"Limestone County, Texas",10.7
2013,"Lipscomb County, Texas",10
2013,"Live Oak County, Texas",9.1
2013,"Llano County, Texas",15.3
2013,"Loving County, Texas",12.7
2013,"Lubbock County, Texas",11
2013,"Lynn County, Texas",12
2013,"McCulloch County, Texas",16.7
2013,"McLennan County, Texas",11.9
2013,"McMullen County, Texas",5.8
2013,"Madison County, Texas",12.6
2013,"Marion County, Texas",12.2
2013,"Martin County, Texas",7.6
2013,"Mason County, Texas",12.5
2013,"Matagorda County, Texas",11.7
2013,"Maverick County, Texas",6.6
2013,"Medina County, Texas",8.7
2013,"Menard County, Texas",12.3
2013,"Midland County, Texas",10.7
2013,"Milam County, Texas",11
2013,"Mills County, Texas",7.3
2013,"Mitchell County, Texas",10.4
2013,"Montague County, Texas",12.2
2013,"Montgomery County, Texas",10.8
2013,"Moore County, Texas",7.8
2013,"Morris County, Texas",13.9
2013,"Motley County, Texas",11.3
2013,"Nacogdoches County, Texas",9.7
2013,"Navarro County, Texas",13.1
2013,"Newton County, Texas",14.1
2013,"Nolan County, Texas",12.8
2013,"Nueces County, Texas",13.4
2013,"Ochiltree County, Texas",8.1
2013,"Oldham County, Texas",11.4
2013,"Orange County, Texas",13.2
2013,"Palo Pinto County, Texas",14.3
2013,"Panola County, Texas",13.7
2013,"Parker County, Texas",12
2013,"Parmer County, Texas",8.5
2013,"Pecos County, Texas",10.1
2013,"Polk County, Texas",14.1
2013,"Potter County, Texas",13.7
2013,"Presidio County, Texas",6.1
2013,"Rains County, Texas",15.8
2013,"Randall County, Texas",11.2
2013,"Reagan County, Texas",8.6
2013,"Real County, Texas",12.3
2013,"Red River County, Texas",15.6
2013,"Reeves County, Texas",10.8
2013,"Refugio County, Texas",11.2
2013,"Roberts County, Texas",6
2013,"Robertson County, Texas",10.9
2013,"Rockwall County, Texas",11
2013,"Runnels County, Texas",11.9
2013,"Rusk County, Texas",14.1
2013,"Sabine County, Texas",15
2013,"San Augustine County, Texas",11.1
2013,"San Jacinto County, Texas",11.2
2013,"San Patricio County, Texas",11.4
2013,"San Saba County, Texas",12.1
2013,"Schleicher County, Texas",7.4
2013,"Scurry County, Texas",12.4
2013,"Shackelford County, Texas",9.6
2013,"Shelby County, Texas",11.5
2013,"Sherman County, Texas",5.9
2013,"Smith County, Texas",11.5
2013,"Somervell County, Texas",8.3
2013,"Starr County, Texas",8.8
2013,"Stephens County, Texas",10.5
2013,"Sterling County, Texas",6.1
2013,"Stonewall County, Texas",13
2013,"Sutton County, Texas",10.3
2013,"Swisher County, Texas",11.1
2013,"Tarrant County, Texas",11.9
2013,"Taylor County, Texas",10.9
2013,"Terrell County, Texas",9.2
2013,"Terry County, Texas",15.5
2013,"Throckmorton County, Texas",12
2013,"Titus County, Texas",10.7
2013,"Tom Green County, Texas",12.5
2013,"Travis County, Texas",10.8
2013,"Trinity County, Texas",12.6
2013,"Tyler County, Texas",13.9
2013,"Upshur County, Texas",11.6
2013,"Upton County, Texas",7.5
2013,"Uvalde County, Texas",11.7
2013,"Val Verde County, Texas",9.3
2013,"Van Zandt County, Texas",13.1
2013,"Victoria County, Texas",13.3
2013,"Walker County, Texas",12.8
2013,"Waller County, Texas",8
2013,"Ward County, Texas",15.1
2013,"Washington County, Texas",8.9
2013,"Webb County, Texas",8
2013,"Wharton County, Texas",10.9
2013,"Wheeler County, Texas",10.7
2013,"Wichita County, Texas",12
2013,"Wilbarger County, Texas",13.7
2013,"Willacy County, Texas",11.2
2013,"Williamson County, Texas",10.9
2013,"Wilson County, Texas",9.5
2013,"Winkler County, Texas",9.4
2013,"Wise County, Texas",11.8
2013,"Wood County, Texas",14.8
2013,"Yoakum County, Texas",7.2
2013,"Young County, Texas",10.3
2013,"Zapata County, Texas",8.1
2013,"Zavala County, Texas",9.2
2013,"Beaver County, Utah",10.6
2013,"Box Elder County, Utah",8.7
2013,"Cache County, Utah",6.2
2013,"Carbon County, Utah",11.4
2013,"Daggett County, Utah",8.2
2013,"Davis County, Utah",8.2
2013,"Duchesne County, Utah",7.1
2013,"Emery County, Utah",8.7
2013,"Garfield County, Utah",10.4
2013,"Grand County, Utah",15.4
2013,"Iron County, Utah",8.8
2013,"Juab County, Utah",8.3
2013,"Kane County, Utah",10.2
2013,"Millard County, Utah",7.7
2013,"Morgan County, Utah",4.8
2013,"Piute County, Utah",9.8
2013,"Rich County, Utah",11.9
2013,"Salt Lake County, Utah",10.6
2013,"San Juan County, Utah",6.8
2013,"Sanpete County, Utah",9.1
2013,"Sevier County, Utah",10.3
2013,"Summit County, Utah",9
2013,"Tooele County, Utah",10.3
2013,"Uintah County, Utah",11.1
2013,"Utah County, Utah",5.9
2013,"Wasatch County, Utah",7.3
2013,"Washington County, Utah",9.4
2013,"Wayne County, Utah",5.8
2013,"Weber County, Utah",11.9
2013,"Addison County, Vermont",11.6
2013,"Bennington County, Vermont",12.6
2013,"Caledonia County, Vermont",13
2013,"Chittenden County, Vermont",9.5
2013,"Essex County, Vermont",14.8
2013,"Franklin County, Vermont",11.1
2013,"Grand Isle County, Vermont",12.3
2013,"Lamoille County, Vermont",12.5
2013,"Orange County, Vermont",13.5
2013,"Orleans County, Vermont",11.4
2013,"Rutland County, Vermont",12.2
2013,"Washington County, Vermont",14.2
2013,"Windham County, Vermont",13.7
2013,"Windsor County, Vermont",13.6
2013,"Accomack County, Virginia",9.2
2013,"Albemarle County, Virginia",7.9
2013,"Alleghany County, Virginia",9.5
2013,"Amelia County, Virginia",11.2
2013,"Amherst County, Virginia",10.8
2013,"Appomattox County, Virginia",12
2013,"Arlington County, Virginia",7.8
2013,"Augusta County, Virginia",9.9
2013,"Bath County, Virginia",15.1
2013,"Bedford County, Virginia",9.5
2013,"Bland County, Virginia",11.3
2013,"Botetourt County, Virginia",8.6
2013,"Brunswick County, Virginia",9.4
2013,"Buchanan County, Virginia",11.5
2013,"Buckingham County, Virginia",10
2013,"Campbell County, Virginia",10.9
2013,"Caroline County, Virginia",11.7
2013,"Carroll County, Virginia",11.2
2013,"Charles City County, Virginia",11.5
2013,"Charlotte County, Virginia",11.3
2013,"Chesterfield County, Virginia",10.2
2013,"Clarke County, Virginia",9.3
2013,"Craig County, Virginia",14
2013,"Culpeper County, Virginia",9.5
