year,County,State,Cardiovascular deaths,
2005,Aleutians East,AK,333.7,  
2005,Sitka,AK,366.8,  
2005,Haines,AK,377.5,  
2005,Juneau,AK,377.5,  
2005,Denali,AK,410.9,  
2005,Fairbanks North Star,AK,419.2,  
2005,Anchorage,AK,430.2,  
2005,Kodiak Island,AK,430.4,  
2005,Kenai Peninsula,AK,440.6,  
2005,Lake and Peninsula,AK,448.5,  
2005,Ketchikan Gateway,AK,450.3,  
2005,Yukon-Koyukuk,AK,456.5,  
2005,Valdez-Cordova,AK,461.8,  
2005,Nome,AK,464.9,  
2005,Northwest Arctic,AK,478.1,  
2005,Southeast Fairbanks,AK,489,  
2005,Matanuska-Susitna,AK,505.5,  
2005,Bethel,AK,512.9,  
2005,Wade Hampton,AK,527,  
2005,Dillingham,AK,529.1,  
2005,North Slope,AK,535.7,  
2005,Aleutians West,AK,613.3,  
2005,Lauderdale,AL,480.9,  
2005,Shelby,AL,502.8,  
2005,Madison,AL,519.8,  
2005,Montgomery,AL,575.2,  
2005,Baldwin,AL,586.7,  
2005,Cherokee,AL,596.8,  
2005,Dale,AL,599.2,  
2005,Lee,AL,610.7,  
2005,Monroe,AL,613.1,  
2005,Escambia,AL,613.8,  
2005,Jefferson,AL,613.9,  
2005,Houston,AL,616.8,  
2005,Elmore,AL,616.9,  
2005,Crenshaw,AL,625.2,  
2005,Russell,AL,630.3,  
2005,Geneva,AL,632.8,  
2005,Coffee,AL,643,  
2005,Clarke,AL,655.6,  
2005,Washington,AL,656.9,  
2005,Fayette,AL,658.4,  
2005,Tuscaloosa,AL,667.7,  
2005,Blount,AL,668.5,  
2005,Limestone,AL,671,  
2005,Morgan,AL,673.9,  
2005,Covington,AL,676.4,  
2005,St. Clair,AL,677.6,  
2005,Colbert,AL,678.1,  
2005,Cleburne,AL,678.8,  
2005,Coosa,AL,680.2,  
2005,Sumter,AL,682.1,  
2005,Randolph,AL,683.9,  
2005,Mobile,AL,684.7,  
2005,Pickens,AL,685.5,  
2005,Lamar,AL,688.9,  
2005,Barbour,AL,691.3,  
2005,Conecuh,AL,691.5,  
2005,Chilton,AL,693.9,  
2005,Tallapoosa,AL,696.6,  
2005,Choctaw,AL,704,  
2005,Bibb,AL,704.3,  
2005,Clay,AL,711,  
2005,Hale,AL,712.3,  
2005,Winston,AL,727,  
2005,Henry,AL,727.1,  
2005,Jackson,AL,731,  
2005,Autauga,AL,734.7,  
2005,Talladega,AL,735.7,  
2005,Marion,AL,740.5,  
2005,Franklin,AL,748.7,  
2005,Chambers,AL,749.6,  
2005,Cullman,AL,751.1,  
2005,Greene,AL,752.9,  
2005,Butler,AL,757.4,  
2005,Lawrence,AL,766.6,  
2005,Marshall,AL,773.1,  
2005,Etowah,AL,773.9,  
2005,Calhoun,AL,775,  
2005,Bullock,AL,788,  
2005,Perry,AL,798.9,  
2005,Wilcox,AL,811.2,  
2005,DeKalb,AL,811.9,  
2005,Marengo,AL,816.8,  
2005,Macon,AL,819.7,  
2005,Walker,AL,848.9,  
2005,Pike,AL,858.6,  
2005,Dallas,AL,884.8,  
2005,Lowndes,AL,930,  
2005,Benton,AR,510.6,  
2005,Saline,AR,516.4,  
2005,Marion,AR,521.1,  
2005,Baxter,AR,529.5,  
2005,Izard,AR,531.8,  
2005,Faulkner,AR,534.9,  
2005,Carroll,AR,540.9,  
2005,Searcy,AR,542,  
2005,Pulaski,AR,542.5,  
2005,Van Buren,AR,546.5,  
2005,Miller,AR,547.3,  
2005,Washington,AR,548.6,  
2005,Stone,AR,553.8,  
2005,Pope,AR,554,  
2005,Newton,AR,554.3,  
2005,Garland,AR,564.1,  
2005,Grant,AR,577.2,  
2005,Lonoke,AR,592.7,  
2005,Prairie,AR,593.1,  
2005,Fulton,AR,593.9,  
2005,Boone,AR,594.8,  
2005,Sebastian,AR,598.3,  
2005,Johnson,AR,598.5,  
2005,Perry,AR,604.1,  
2005,Franklin,AR,606.6,  
2005,Hot Spring,AR,607.1,  
2005,Lafayette,AR,612.2,  
2005,Madison,AR,613.3,  
2005,Calhoun,AR,614.2,  
2005,Logan,AR,615.1,  
2005,Cleburne,AR,617.2,  
2005,Conway,AR,617.8,  
2005,Montgomery,AR,620.5,  
2005,Sharp,AR,632.7,  
2005,Randolph,AR,634.8,  
2005,Greene,AR,636.8,  
2005,Independence,AR,639.6,  
2005,Drew,AR,643,  
2005,Lawrence,AR,647.2,  
2005,Craighead,AR,652.6,  
2005,Columbia,AR,660.3,  
2005,Clark,AR,662.9,  
2005,Scott,AR,672.3,  
2005,Union,AR,674.6,  
2005,Yell,AR,675.6,  
2005,Nevada,AR,687.1,  
2005,Pike,AR,687.5,  
2005,Clay,AR,690.4,  
2005,White,AR,692.1,  
2005,Ouachita,AR,693.6,  
2005,Crawford,AR,699,  
2005,Lee,AR,699.1,  
2005,Little River,AR,706.6,  
2005,Howard,AR,710.2,  
2005,Cross,AR,712.4,  
2005,Lincoln,AR,714.2,  
2005,Polk,AR,718.8,  
2005,Jackson,AR,720.4,  
2005,Hempstead,AR,720.7,  
2005,Dallas,AR,732.4,  
2005,Crittenden,AR,733.8,  
2005,Sevier,AR,739.9,  
2005,Cleveland,AR,741.3,  
2005,Monroe,AR,748.1,  
2005,Jefferson,AR,750.6,  
2005,Arkansas,AR,751.7,  
2005,Bradley,AR,771.3,  
2005,Ashley,AR,783.6,  
2005,Woodruff,AR,808.3,  
2005,St. Francis,AR,822.1,  
2005,Chicot,AR,831.9,  
2005,Poinsett,AR,854.7,  
2005,Desha,AR,860.6,  
2005,Phillips,AR,873.6,  
2005,Mississippi,AR,906.1,  
2005,American Samoa,AS,829.7,  
2005,Coconino,AZ,394.4,  
2005,Santa Cruz,AZ,415.4,  
2005,Apache,AZ,416,  
2005,Yuma,AZ,431.8,  
2005,Pima,AZ,439.2,  
2005,Yavapai,AZ,444.3,  
2005,Maricopa,AZ,445.4,  
2005,Pinal,AZ,451.6,  
2005,Navajo,AZ,452.2,  
2005,Gila,AZ,467.5,  
2005,Graham,AZ,485,  
2005,Cochise,AZ,494.1,  
2005,Greenlee,AZ,496.3,  
2005,La Paz,AZ,499.5,  
2005,Mohave,AZ,586.1,  
2005,Marin,CA,360.3,  
2005,Santa Clara,CA,388.8,  
2005,San Mateo,CA,397,  
2005,Santa Cruz,CA,424.1,  
2005,San Benito,CA,426.2,  
2005,San Francisco,CA,427.6,  
2005,Contra Costa,CA,432.9,  
2005,Nevada,CA,434.3,  
2005,Alpine,CA,435.2,  
2005,El Dorado,CA,443.6,  
2005,Monterey,CA,444.6,  
2005,Napa,CA,451,  
2005,Ventura,CA,452.6,  
2005,Santa Barbara,CA,456,  
2005,San Diego,CA,461.2,  
2005,Mono,CA,464.6,  
2005,Sonoma,CA,468.6,  
2005,Orange,CA,469.7,  
2005,San Luis Obispo,CA,469.8,  
2005,Placer,CA,470.9,  
2005,Alameda,CA,475.7,  
2005,Imperial,CA,478.7,  
2005,Yolo,CA,481.2,  
2005,Solano,CA,484.5,  
2005,Mendocino,CA,490.4,  
2005,Calaveras,CA,494.9,  
2005,Plumas,CA,495,  
2005,Colusa,CA,495.1,  
2005,Tuolumne,CA,499.3,  
2005,Siskiyou,CA,505.5,  
2005,Modoc,CA,513,  
2005,Inyo,CA,513.9,  
2005,Amador,CA,515.1,  
2005,Trinity,CA,523.8,  
2005,Lassen,CA,529.1,  
2005,Butte,CA,529.9,  
2005,Tehama,CA,530.5,  
2005,Mariposa,CA,530.7,  
2005,Los Angeles,CA,536.4,  
2005,Sacramento,CA,536.8,  
2005,Sierra,CA,542.2,  
2005,Madera,CA,543.8,  
2005,Glenn,CA,544.9,  
2005,Humboldt,CA,548.2,  
2005,Fresno,CA,556.9,  
2005,Riverside,CA,561.9,  
2005,Kings,CA,566.6,  
2005,Del Norte,CA,567,  
2005,Shasta,CA,569.5,  
2005,Sutter,CA,570.9,  
2005,Merced,CA,571,  
2005,Lake,CA,587.3,  
2005,Tulare,CA,615.5,  
2005,San Joaquin,CA,620,  
2005,Stanislaus,CA,626.1,  
2005,Yuba,CA,626.6,  
2005,San Bernardino,CA,651.2,  
2005,Kern,CA,685.3,  
2005,Summit,CO,177.2,  
2005,Pitkin,CO,202.5,  
2005,Park,CO,237,  
2005,Gunnison,CO,242,  
2005,Eagle,CO,289.2,  
2005,Douglas,CO,324.4,  
2005,Ouray,CO,346.9,  
2005,Grand,CO,358.1,  
2005,Conejos,CO,358.3,  
2005,San Miguel,CO,362.1,  
2005,Hinsdale,CO,363.4,  
2005,Clear Creek,CO,368.8,  
2005,Elbert,CO,370.4,  
2005,Boulder,CO,374.5,  
2005,Lake,CO,380.3,  
2005,Saguache,CO,388.3,  
2005,Larimer,CO,388.6,  
2005,Montrose,CO,397.1,  
2005,San Juan,CO,401.5,  
2005,Broomfield,CO,403.1,  
2005,Arapahoe,CO,404.4,  
2005,Dolores,CO,405.8,  
2005,Routt,CO,408.9,  
2005,Jackson,CO,409.8,  
2005,Teller,CO,410,  
2005,Chaffee,CO,410.7,  
2005,Costilla,CO,414.3,  
2005,Archuleta,CO,415.8,  
2005,Mineral,CO,418.4,  
2005,Montezuma,CO,420.4,  
2005,Prowers,CO,422.7,  
2005,La Plata,CO,423.2,  
2005,Jefferson,CO,424.2,  
2005,Lincoln,CO,426.3,  
2005,Washington,CO,426.3,  
2005,Garfield,CO,428.4,  
2005,Rio Blanco,CO,430,  
2005,El Paso,CO,434.1,  
2005,Crowley,CO,441.7,  
2005,Pueblo,CO,442.4,  
2005,Weld,CO,442.9,  
2005,Denver,CO,443.2,  
2005,Huerfano,CO,443.4,  
2005,Adams,CO,445.6,  
2005,Morgan,CO,450.7,  
2005,Custer,CO,453,  
2005,Las Animas,CO,453.1,  
2005,Cheyenne,CO,458.9,  
2005,Otero,CO,459.1,  
2005,Logan,CO,460.4,  
2005,Delta,CO,461.8,  
2005,Gilpin,CO,466,  
2005,Phillips,CO,467.5,  
2005,Baca,CO,468.1,  
2005,Mesa,CO,469.4,  
2005,Alamosa,CO,474.3,  
2005,Kiowa,CO,474.5,  
2005,Bent,CO,481.6,  
2005,Moffat,CO,482.1,  
2005,Sedgwick,CO,482.1,  
2005,Kit Carson,CO,489.3,  
2005,Fremont,CO,494.6,  
2005,Yuma,CO,502.1,  
2005,Rio Grande,CO,502.5,  
2005,Fairfield,CT,425.2,  
2005,Middlesex,CT,427.3,  
2005,New Haven,CT,428.8,  
2005,New London,CT,448.5,  
2005,Hartford,CT,450.4,  
2005,Litchfield,CT,458.1,  
2005,Tolland,CT,462,  
2005,Windham,CT,498.9,  
2005,District of Columbia,DC,641,  
2005,New Castle,DE,508.4,  
2005,Sussex,DE,512.1,  
2005,Kent,DE,606.7,  
2005,Collier,FL,315.9,  
2005,Martin,FL,367.8,  
2005,Sarasota,FL,367.8,  
2005,St. Johns,FL,370.4,  
2005,Flagler,FL,391.2,  
2005,Palm Beach,FL,400,  
2005,Charlotte,FL,405.7,  
2005,Indian River,FL,421.5,  
2005,DeSoto,FL,431,  
2005,Pinellas,FL,433.2,  
2005,Sumter,FL,434.9,  
2005,Glades,FL,437.6,  
2005,Lee,FL,438.8,  
2005,Alachua,FL,443.7,  
2005,Highlands,FL,462.2,  
2005,Leon,FL,465.6,  
2005,Seminole,FL,469.1,  
2005,Manatee,FL,469.2,  
2005,St. Lucie,FL,469.8,  
2005,Franklin,FL,472.3,  
2005,Monroe,FL,472.8,  
2005,Brevard,FL,475.3,  
2005,Lake,FL,476.6,  
2005,Orange,FL,477.5,  
2005,Okaloosa,FL,477.9,  
2005,Hernando,FL,485.8,  
2005,Volusia,FL,488,  
2005,Pasco,FL,488.7,  
2005,Bradford,FL,491.1,  
2005,Broward,FL,491.4,  
2005,Nassau,FL,492.6,  
2005,Hardee,FL,511.7,  
2005,Miami-Dade,FL,513.7,  
2005,Citrus,FL,514.2,  
2005,Osceola,FL,521.8,  
2005,Jefferson,FL,523.1,  
2005,Levy,FL,527.3,  
2005,Hillsborough,FL,527.4,  
2005,Santa Rosa,FL,529.3,  
2005,Marion,FL,532.1,  
2005,Wakulla,FL,534,  
2005,Gilchrist,FL,534.1,  
2005,Putnam,FL,534.9,  
2005,Clay,FL,541.3,  
2005,Bay,FL,541.5,  
2005,Gulf,FL,544.8,  
2005,Columbia,FL,550.2,  
2005,Polk,FL,555,  
2005,Walton,FL,555.2,  
2005,Dixie,FL,557,  
2005,Baker,FL,561,  
2005,Duval,FL,566,  
2005,Escambia,FL,568.2,  
2005,Hamilton,FL,569.1,  
2005,Lafayette,FL,574.5,  
2005,Calhoun,FL,577.3,  
2005,Liberty,FL,578.1,  
2005,Okeechobee,FL,578.8,  
2005,Suwannee,FL,579.7,  
2005,Hendry,FL,585.8,  
2005,Jackson,FL,590.6,  
2005,Taylor,FL,609.7,  
2005,Gadsden,FL,617.6,  
2005,Union,FL,628.8,  
2005,Washington,FL,649.2,  
2005,Holmes,FL,673.6,  
2005,Madison,FL,680.9,  
2005,Fayette,GA,389.9,  
2005,Gwinnett,GA,438.4,  
2005,DeKalb,GA,442,  
2005,Columbia,GA,469.1,  
2005,Cherokee,GA,473.1,  
2005,Union,GA,477.4,  
2005,Towns,GA,480.1,  
2005,Cobb,GA,489,  
2005,Paulding,GA,497.9,  
2005,McIntosh,GA,499.5,  
2005,Forsyth,GA,502.8,  
2005,Rabun,GA,503,  
2005,Habersham,GA,510,  
2005,White,GA,513.3,  
2005,Hall,GA,521.4,  
2005,Lee,GA,521.8,  
2005,Clarke,GA,522.6,  
2005,Glynn,GA,524.3,  
2005,Houston,GA,529.2,  
2005,Rockdale,GA,532.4,  
2005,Lumpkin,GA,537.5,  
2005,Fulton,GA,544.2,  
2005,Putnam,GA,553.5,  
2005,Long,GA,555,  
2005,Henry,GA,559.5,  
2005,Butts,GA,561.6,  
2005,Catoosa,GA,561.9,  
2005,Oconee,GA,563,  
2005,Newton,GA,568.9,  
2005,Whitfield,GA,571.4,  
2005,Walton,GA,573.9,  
2005,Jones,GA,575.5,  
2005,Camden,GA,576.8,  
2005,Fannin,GA,577.9,  
2005,Morgan,GA,582.1,  
2005,Franklin,GA,582.5,  
2005,Echols,GA,582.5,  
2005,Jasper,GA,586.3,  
2005,Banks,GA,586.9,  
2005,Dawson,GA,587.3,  
2005,Effingham,GA,595.7,  
2005,Chatham,GA,596.9,  
2005,Bulloch,GA,597.3,  
2005,Madison,GA,600.9,  
2005,Greene,GA,601.1,  
2005,Oglethorpe,GA,601.9,  
2005,Heard,GA,602.7,  
2005,Jenkins,GA,605.4,  
2005,Bleckley,GA,606,  
2005,Harris,GA,606.5,  
2005,Tift,GA,609.4,  
2005,Dade,GA,610,  
2005,Miller,GA,610.4,  
2005,Barrow,GA,613.5,  
2005,Coweta,GA,613.7,  
2005,Clayton,GA,614.2,  
2005,Lincoln,GA,617.2,  
2005,Hart,GA,617.5,  
2005,Bryan,GA,618.4,  
2005,Brantley,GA,621.4,  
2005,Crisp,GA,621.4,  
2005,Irwin,GA,621.5,  
2005,Liberty,GA,623.6,  
2005,Dooly,GA,624.4,  
2005,Thomas,GA,626.9,  
2005,McDuffie,GA,627.1,  
2005,Richmond,GA,628,  
2005,Bartow,GA,628.1,  
2005,Crawford,GA,628.3,  
2005,Jackson,GA,633.9,  
2005,Sumter,GA,634.3,  
2005,Taliaferro,GA,634.6,  
2005,Seminole,GA,636.2,  
2005,Pickens,GA,637.4,  
2005,Decatur,GA,637.8,  
2005,Lanier,GA,638.2,  
2005,Evans,GA,639.4,  
2005,Monroe,GA,640,  
2005,Chattahoochee,GA,641.1,  
2005,Floyd,GA,644.1,  
2005,Gilmer,GA,645.1,  
2005,Dougherty,GA,650.4,  
2005,Stephens,GA,650.5,  
2005,Coffee,GA,651.4,  
2005,Berrien,GA,651.6,  
2005,Lowndes,GA,652.3,  
2005,Tattnall,GA,653.5,  
2005,Baker,GA,653.9,  
2005,Wilkes,GA,655.8,  
2005,Elbert,GA,655.8,  
2005,Ben Hill,GA,658.8,  
2005,Gordon,GA,658.9,  
2005,Walker,GA,659.1,  
2005,Warren,GA,660.6,  
2005,Hancock,GA,660.6,  
2005,Douglas,GA,664.4,  
2005,Turner,GA,668.3,  
2005,Glascock,GA,669.7,  
2005,Murray,GA,673.3,  
2005,Wilcox,GA,673.6,  
2005,Carroll,GA,673.6,  
2005,Charlton,GA,676.5,  
2005,Twiggs,GA,678.5,  
2005,Candler,GA,681.1,  
2005,Webster,GA,687.1,  
2005,Jefferson,GA,687.5,  
2005,Troup,GA,687.9,  
2005,Stewart,GA,688.4,  
2005,Spalding,GA,690.7,  
2005,Wayne,GA,690.7,  
2005,Marion,GA,694.2,  
2005,Pierce,GA,696.6,  
2005,Muscogee,GA,698.9,  
2005,Pulaski,GA,698.9,  
2005,Terrell,GA,699.9,  
2005,Atkinson,GA,700.8,  
2005,Pike,GA,703.8,  
2005,Taylor,GA,704.1,  
2005,Screven,GA,705.2,  
2005,Chattooga,GA,705.8,  
2005,Toombs,GA,707.4,  
2005,Telfair,GA,707.4,  
2005,Colquitt,GA,707.9,  
2005,Worth,GA,709.9,  
2005,Washington,GA,711,  
2005,Clinch,GA,711.3,  
2005,Lamar,GA,712.5,  
2005,Quitman,GA,717.1,  
2005,Cook,GA,718.9,  
2005,Grady,GA,720.3,  
2005,Brooks,GA,723.9,  
2005,Bibb,GA,724.7,  
2005,Randolph,GA,726.9,  
2005,Dodge,GA,727.8,  
2005,Peach,GA,729,  
2005,Calhoun,GA,729.3,  
2005,Mitchell,GA,729.9,  
2005,Baldwin,GA,730.8,  
2005,Montgomery,GA,732.8,  
2005,Appling,GA,733.3,  
2005,Talbot,GA,734,  
2005,Johnson,GA,735.7,  
2005,Haralson,GA,737.2,  
2005,Wheeler,GA,738.2,  
2005,Ware,GA,739.9,  
2005,Burke,GA,741,  
2005,Wilkinson,GA,748.6,  
2005,Clay,GA,749.8,  
2005,Laurens,GA,757.6,  
2005,Emanuel,GA,764.1,  
2005,Upson,GA,766.4,  
2005,Early,GA,767.6,  
2005,Treutlen,GA,770.5,  
2005,Bacon,GA,776.9,  
2005,Meriwether,GA,788.1,  
2005,Polk,GA,798.1,  
2005,Schley,GA,805.7,  
2005,Jeff Davis,GA,849.4,  
2005,Macon,GA,987.6,  
2005,Guam,GU,650.2,  
2005,Honolulu,HI,395.8,  
2005,Maui,HI,418.9,  
2005,Kauai,HI,426.8,  
2005,Hawaii,HI,481,  
2005,Jones,IA,367.9,  
2005,Sioux,IA,381.1,  
2005,Johnson,IA,386.7,  
2005,Linn,IA,407.4,  
2005,Iowa,IA,415.5,  
2005,Warren,IA,420,  
2005,Cedar,IA,427,  
2005,Madison,IA,431.2,  
2005,Dallas,IA,432.6,  
2005,Clay,IA,437.4,  
2005,Crawford,IA,438.9,  
2005,Delaware,IA,439.9,  
2005,Lyon,IA,440.6,  
2005,Winneshiek,IA,441.2,  
2005,Howard,IA,442.4,  
2005,Story,IA,443.6,  
2005,Emmet,IA,444.4,  
2005,Winnebago,IA,445.5,  
2005,O'Brien,IA,446.5,  
2005,Washington,IA,447.4,  
2005,Mitchell,IA,449.7,  
2005,Dickinson,IA,449.8,  
2005,Buena Vista,IA,450.6,  
2005,Fremont,IA,452.3,  
2005,Audubon,IA,454.6,  
2005,Shelby,IA,455.1,  
2005,Polk,IA,455.9,  
2005,Palo Alto,IA,457.2,  
2005,Ringgold,IA,459.3,  
2005,Sac,IA,460.1,  
2005,Adams,IA,465.8,  
2005,Marion,IA,467,  
2005,Scott,IA,467.6,  
2005,Kossuth,IA,468.3,  
2005,Cherokee,IA,469,  
2005,Carroll,IA,469.4,  
2005,Woodbury,IA,470.4,  
2005,Clayton,IA,477.2,  
2005,Allamakee,IA,477.2,  
2005,Calhoun,IA,479.5,  
2005,Jasper,IA,480.6,  
2005,Taylor,IA,480.7,  
2005,Fayette,IA,482,  
2005,Hamilton,IA,483.3,  
2005,Keokuk,IA,484.7,  
2005,Buchanan,IA,487.3,  
2005,Marshall,IA,487.6,  
2005,Muscatine,IA,488.1,  
2005,Pottawattamie,IA,489.3,  
2005,Chickasaw,IA,491.1,  
2005,Lucas,IA,491.1,  
2005,Tama,IA,491.8,  
2005,Hancock,IA,493.7,  
2005,Page,IA,493.9,  
2005,Mills,IA,494.1,  
2005,Montgomery,IA,494.6,  
2005,Poweshiek,IA,496.3,  
2005,Grundy,IA,497.1,  
2005,Ida,IA,498,  
2005,Greene,IA,499,  
2005,Cass,IA,499.7,  
2005,Pocahontas,IA,500.9,  
2005,Black Hawk,IA,501.2,  
2005,Plymouth,IA,501.4,  
2005,Wright,IA,502.6,  
2005,Benton,IA,502.9,  
2005,Osceola,IA,505.1,  
2005,Bremer,IA,509.7,  
2005,Jefferson,IA,511.2,  
2005,Humboldt,IA,514.6,  
2005,Cerro Gordo,IA,516.3,  
2005,Worth,IA,516.8,  
2005,Boone,IA,521.6,  
2005,Hardin,IA,522.2,  
2005,Franklin,IA,522.5,  
2005,Monona,IA,525.7,  
2005,Butler,IA,527.3,  
2005,Guthrie,IA,529.9,  
2005,Harrison,IA,530.6,  
2005,Van Buren,IA,533.3,  
2005,Floyd,IA,534.4,  
2005,Mahaska,IA,536.2,  
2005,Adair,IA,543.3,  
2005,Louisa,IA,553.2,  
2005,Dubuque,IA,553.7,  
2005,Davis,IA,556.5,  
2005,Des Moines,IA,557.7,  
2005,Decatur,IA,568.8,  
2005,Henry,IA,571.1,  
2005,Wapello,IA,575,  
2005,Jackson,IA,575.6,  
2005,Webster,IA,581.5,  
2005,Monroe,IA,587.7,  
2005,Lee,IA,612.3,  
2005,Clinton,IA,620.4,  
2005,Wayne,IA,634.6,  
2005,Clarke,IA,642.8,  
2005,Union,IA,689.2,  
2005,Appanoose,IA,792.3,  
2005,Blaine,ID,262.8,  
2005,Custer,ID,299.5,  
2005,Boise,ID,378.8,  
2005,Latah,ID,391.1,  
2005,Lemhi,ID,392,  
2005,Camas,ID,395.3,  
2005,Valley,ID,404.7,  
2005,Bear Lake,ID,411.2,  
2005,Idaho,ID,421.2,  
2005,Clark,ID,434,  
2005,Ada,ID,434.2,  
2005,Kootenai,ID,437.9,  
2005,Nez Perce,ID,439.5,  
2005,Gem,ID,441.4,  
2005,Franklin,ID,442.8,  
2005,Clearwater,ID,447.9,  
2005,Adams,ID,449.7,  
2005,Fremont,ID,451.1,  
2005,Butte,ID,453.3,  
2005,Canyon,ID,459.4,  
2005,Bonner,ID,461.6,  
2005,Lewis,ID,465.3,  
2005,Oneida,ID,474.5,  
2005,Payette,ID,478.8,  
2005,Owyhee,ID,481.5,  
2005,Power,ID,481.9,  
2005,Twin Falls,ID,483.3,  
2005,Washington,ID,486.1,  
2005,Shoshone,ID,496.1,  
2005,Gooding,ID,498.6,  
2005,Benewah,ID,500.6,  
2005,Bonneville,ID,504,  
2005,Elmore,ID,504.2,  
2005,Jefferson,ID,504.7,  
2005,Teton,ID,509.4,  
2005,Jerome,ID,520.1,  
2005,Caribou,ID,520.3,  
2005,Madison,ID,521.3,  
2005,Minidoka,ID,522.6,  
2005,Bingham,ID,528.3,  
2005,Lincoln,ID,536.5,  
2005,Cassia,ID,541,  
2005,Bannock,ID,561.3,  
2005,Boundary,ID,655,  
2005,Champaign,IL,428.4,  
2005,DuPage,IL,436.3,  
2005,Kane,IL,437.2,  
2005,Pike,IL,443.9,  
2005,Lake,IL,446.7,  
2005,McLean,IL,455.6,  
2005,Jo Daviess,IL,463.2,  
2005,Kendall,IL,464.6,  
2005,DeKalb,IL,465.8,  
2005,Logan,IL,467.6,  
2005,Woodford,IL,475.2,  
2005,Grundy,IL,481.9,  
2005,Wabash,IL,486.1,  
2005,Stephenson,IL,493.2,  
2005,Menard,IL,493.5,  
2005,Lawrence,IL,494,  
2005,Monroe,IL,498.9,  
2005,Lee,IL,499.4,  
2005,Tazewell,IL,502.2,  
2005,Ogle,IL,504.3,  
2005,Winnebago,IL,506.2,  
2005,Effingham,IL,508.9,  
2005,Ford,IL,510.3,  
2005,Shelby,IL,510.4,  
2005,Boone,IL,512.5,  
2005,Hancock,IL,514.9,  
2005,McHenry,IL,521.4,  
2005,Fayette,IL,521.6,  
2005,Jefferson,IL,522,  
2005,Mercer,IL,523.2,  
2005,Piatt,IL,523.4,  
2005,Moultrie,IL,525.3,  
2005,Sangamon,IL,526.6,  
2005,Franklin,IL,526.9,  
2005,Jasper,IL,527.1,  
2005,Will,IL,527.6,  
2005,Christian,IL,527.7,  
2005,Montgomery,IL,528.4,  
2005,Cumberland,IL,531.8,  
2005,Bureau,IL,534.5,  
2005,Perry,IL,534.8,  
2005,Rock Island,IL,535.7,  
2005,Adams,IL,538.5,  
2005,Whiteside,IL,538.5,  
2005,Henry,IL,540.2,  
2005,Marshall,IL,542,  
2005,Mason,IL,543,  
2005,Peoria,IL,545.4,  
2005,McDonough,IL,545.7,  
2005,Richland,IL,548.8,  
2005,Schuyler,IL,549.9,  
2005,Cook,IL,549.9,  
2005,Macon,IL,550.1,  
2005,Stark,IL,550.6,  
2005,Randolph,IL,552,  
2005,Putnam,IL,553.5,  
2005,Fulton,IL,554,  
2005,Carroll,IL,554.5,  
2005,Calhoun,IL,554.7,  
2005,Bond,IL,561,  
2005,Henderson,IL,561.2,  
2005,Clinton,IL,562.3,  
2005,Scott,IL,563.2,  
2005,Edwards,IL,564,  
2005,Douglas,IL,565.6,  
2005,Morgan,IL,566.8,  
2005,Cass,IL,570.8,  
2005,Knox,IL,571.4,  
2005,Jackson,IL,572,  
2005,Warren,IL,573.8,  
2005,Marion,IL,573.9,  
2005,Clay,IL,577.3,  
2005,Macoupin,IL,578,  
2005,La Salle,IL,578.3,  
2005,Union,IL,578.4,  
2005,Wayne,IL,578.8,  
2005,Massac,IL,579,  
2005,Kankakee,IL,581.1,  
2005,Williamson,IL,584.3,  
2005,St. Clair,IL,585.1,  
2005,Madison,IL,586.2,  
2005,Greene,IL,588.2,  
2005,Johnson,IL,588.6,  
2005,Iroquois,IL,590.3,  
2005,Brown,IL,590.3,  
2005,Coles,IL,590.5,  
2005,White,IL,591.7,  
2005,Livingston,IL,591.8,  
2005,Crawford,IL,596.9,  
2005,De Witt,IL,598.2,  
2005,Jersey,IL,611.5,  
2005,Vermilion,IL,621.2,  
2005,Clark,IL,625.1,  
2005,Hamilton,IL,625.8,  
2005,Gallatin,IL,628,  
2005,Washington,IL,642,  
2005,Pope,IL,654.1,  
2005,Saline,IL,695.7,  
2005,Edgar,IL,699,  
2005,Hardin,IL,701.2,  
2005,Alexander,IL,729.1,  
2005,Pulaski,IL,772.7,  
2005,Monroe,IN,415.4,  
2005,Brown,IN,451.1,  
2005,Hamilton,IN,457.6,  
2005,Hancock,IN,478.1,  
2005,Wells,IN,483.7,  
2005,Tipton,IN,490.4,  
2005,White,IN,492.6,  
2005,Allen,IN,493.5,  
2005,Carroll,IN,497.1,  
2005,Whitley,IN,501,  
2005,DeKalb,IN,504.5,  
2005,Tippecanoe,IN,506.7,  
2005,Franklin,IN,510.4,  
2005,Rush,IN,511.2,  
2005,Benton,IN,512.7,  
2005,Union,IN,512.9,  
2005,Spencer,IN,514.4,  
2005,Wabash,IN,514.4,  
2005,Warrick,IN,521.3,  
2005,Huntington,IN,523.1,  
2005,Vanderburgh,IN,523.5,  
2005,Perry,IN,526.4,  
2005,Dearborn,IN,529.6,  
2005,Adams,IN,530.3,  
2005,Bartholomew,IN,530.8,  
2005,Decatur,IN,531,  
2005,Noble,IN,531.5,  
2005,Kosciusko,IN,532.8,  
2005,Gibson,IN,534.6,  
2005,Jennings,IN,537.1,  
2005,Ohio,IN,539,  
2005,LaGrange,IN,539.8,  
2005,Cass,IN,540.1,  
2005,Madison,IN,540.6,  
2005,Putnam,IN,541,  
2005,Miami,IN,541.8,  
